Ai	Aj	Bi	Bj	length	distance	complex	cov	mfe	comp	p-value	shapeA	shapeB	length_ex	mfe_ex	comp_ex	p-value_ex	Aseg	Bseg	Aseg_i	Aseg_j	Bseg_i	Bseg_j
3811	3816	10070	10075	6	6254	0.85	10	-11.17	0.23	0.031489709555527656	-100	-100	17	-17.61	0.22	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP5	1350	1355	845	850
3811	3816	14219	14224	6	10403	0.88	10	-10.71	0.19	0.032165677191468456	-100	-100	13	-12.13	0.2	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP8	1350	1355	540	545
3812	3816	7017	7021	5	3201	0.88	10	-10.53	0.2	0.040350563280830976	-100	-100	15	-17.3	0.2	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP3	1351	1355	2095	2099
3812	3818	10446	10452	7	6628	0.77	10	-11.43	0.26	0.04962292147357772	-100	-100	11	-13.77	0.23	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP5	1351	1357	1221	1227
3812	3819	14250	14257	8	10431	0.85	10	-15.69	0.19	0.01984412470036301	-100	-100	19	-28.56	0.2	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP8	1351	1358	571	578
3814	3819	10736	10741	6	6917	0.92	10	-11.57	0.22	0.037360228227232395	-100	-100	12	-14.05	0.19	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP5	1353	1358	1511	1516
3818	3824	13375	13381	7	9551	0.79	10	-10.6	0.21	0.027746300999205276	-100	-100	12	-11.61	0.19	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP7	1357	1363	843	849
3827	3831	9346	9350	5	5515	0.92	10	-10.68	0.22	0.033510791307010845	-100	-100	18	-20.28	0.22	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP5	1366	1370	121	125
3827	3831	10468	10472	5	6637	0.88	10	-11.94	0.2	0.028912921127892344	-100	-100	15	-17.79	0.2	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP5	1366	1370	1243	1247
3827	3831	14147	14151	5	10316	0.8	10	-11.12	0.23	0.03154131379950764	-100	-100	13	-12.99	0.26	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP8	1366	1370	468	472
3827	3833	5672	5678	7	1839	0.81	10	-15.27	0.19	0.021190929265346936	-100	-100	19	-22.19	0.2	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP3	1366	1372	750	756
3828	3834	9583	9589	7	5749	0.93	10	-12.15	0.2	0.018184736635087906	-100	-100	10	-11.11	0.22	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP5	1367	1373	358	364
3828	3834	13459	13465	7	9625	0.82	10	-11.14	0.19	0.02648325747590108	-100	-100	20	-20.58	0.18	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP7	1367	1373	927	933
3828	3834	14331	14337	7	10497	0.81	10	-12.03	0.19	0.04126173456826843	-100	-100	14	-14.81	0.21	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP8	1367	1373	652	658
3836	3842	5392	5398	7	1550	0.83	10	-10.4	0.18	0.010187034838209374	-100	-100	12	-15.13	0.18	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP3	1375	1381	470	476
3836	3843	10552	10559	8	6709	0.82	10	-16.54	0.23	0.005060247339655266	-100	-100	17	-22.48	0.22	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP5	1375	1382	1327	1334
3836	3844	12743	12751	9	8899	0.86	10	-13.52	0.21	0.04048950132481388	-100	-100	19	-16.63	0.21	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP7	1375	1383	211	219
3836	3844	13393	13401	9	9549	0.83	10	-10.57	0.23	0.02936131056095248	-100	-100	14	-10.19	0.22	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP7	1375	1383	861	869
3841	3845	13293	13297	5	9448	0.82	10	-10.78	0.15	0.03986862383505407	-100	-100	13	-17.26	0.17	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP7	1380	1384	761	765
3841	3846	12921	12926	6	9075	0.82	10	-14.8	0.21	0.03927989998169068	-100	-100	14	-23.68	0.24	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP7	1380	1385	389	394
3841	3847	13192	13198	7	9345	0.8	10	-12.92	0.18	0.02740446780794281	-100	-100	20	-29.03	0.18	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP7	1380	1386	660	666
3842	3846	9808	9812	5	5962	0.83	10	-13.41	0.19	0.03826399835519434	-100	-100	8	-14.94	0.23	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP5	1381	1385	583	587
3853	3858	12613	12618	6	8755	0.64	10	-13.53	0.16	0.04356861011245994	-100	-100	8	-11.36	0.16	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP7	1392	1397	81	86
3853	3860	6521	6528	8	2661	0.78	10	-10.96	0.22	0.047764968471578295	-100	-100	17	-19.25	0.19	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP3	1392	1399	1599	1606
3858	3866	12741	12749	9	8875	0.83	10	-10.37	0.21	0.03365651696423366	-100	-100	19	-18.32	0.19	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP7	1397	1405	209	217
3869	3873	7069	7073	5	3196	0.76	10	-10.9	0.19	0.04162189245384207	-100	-100	16	-16.25	0.21	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP3	1408	1412	2147	2151
3869	3875	10186	10192	7	6311	0.8	10	-10.66	0.25	0.030839176392534418	-100	-100	12	-11.69	0.22	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP5	1408	1414	961	967
3877	3886	5133	5142	10	1247	0.81	10	-11.59	0.29	0.005505989533882261	-100	-100	15	-18.21	0.26	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP3	1416	1425	211	220
3890	3895	4930	4935	6	1035	0.83	8	-10.67	0.22	0.024872073333043976	-100	-100	15	-16.0	0.23	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP3	1429	1434	8	13
3890	3895	12540	12545	6	8645	0.83	7	-10.01	0.22	0.025785152286313173	-100	-100	15	-10.9	0.2	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP7	1429	1434	8	13
3891	3895	7284	7288	5	3389	0.66	7	-11.2	0.23	0.027061023137849083	-100	-100	8	-12.2	0.22	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP4	1430	1434	8	12
3891	3895	9233	9237	5	5338	0.72	7	-11.2	0.23	0.03279504241727216	-100	-100	11	-12.05	0.2	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP5	1430	1434	8	12
3891	3895	10477	10481	5	6582	0.75	10	-10.31	0.26	0.02181547626333602	-100	-100	11	-12.36	0.25	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP5	1430	1434	1252	1256
3891	3895	13687	13691	5	9792	0.73	6	-10.95	0.23	0.03238434202036489	-100	-100	8	-11.9	0.22	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP8	1430	1434	8	12
3891	3896	13195	13200	6	9299	0.8	10	-11.09	0.24	0.043412971191204464	-100	-100	19	-18.87	0.24	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP7	1430	1435	663	668
3891	3898	12651	12658	8	8753	0.73	10	-13.48	0.23	0.03256106774313616	-100	-100	16	-14.81	0.2	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP7	1430	1437	119	126
3891	3898	13265	13272	8	9367	0.79	10	-12.44	0.25	0.018737205347606922	-100	-100	20	-22.56	0.21	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP7	1430	1437	733	740
3902	3909	6393	6400	8	2484	0.72	10	-12.33	0.2	0.02439512552860912	-100	-100	15	-20.0	0.2	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP3	1441	1448	1471	1478
3905	3910	5511	5516	6	1601	0.68	10	-10.33	0.22	0.03265624522225952	-100	-100	10	-13.3	0.23	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP3	1444	1449	589	594
3915	3923	7045	7053	9	3122	0.69	10	-11.43	0.2	0.02926277847818204	-100	-100	18	-17.6	0.21	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP3	1454	1462	2123	2131
3944	3949	12709	12714	6	8760	0.83	10	-10.45	0.22	0.018220130406982116	-100	-100	10	-9.56	0.21	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP7	1483	1488	177	182
3944	3953	6627	6636	10	2674	0.78	10	-16.7	0.19	0.014437990331569894	-100	-100	18	-21.82	0.19	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP3	1483	1492	1705	1714
3950	3957	5687	5694	8	1730	0.71	10	-10.08	0.17	0.007808765908441928	-100	-100	15	-18.33	0.18	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP3	1489	1496	765	772
3951	3960	13306	13315	10	9346	0.78	10	-11.76	0.2	0.04403459609239435	-100	-100	21	-25.25	0.22	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP7	1490	1499	774	783
3952	3961	10355	10364	10	6394	0.73	10	-10.51	0.21	0.04723510625188587	-100	-100	17	-12.64	0.21	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP5	1491	1500	1130	1139
3953	3962	5648	5657	10	1686	0.76	10	-11.05	0.18	0.04735439504345573	-100	-100	16	-13.83	0.2	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP3	1492	1501	726	735
3954	3962	6173	6181	9	2211	0.77	10	-11.03	0.2	0.016652690715382	-100	-100	14	-11.75	0.2	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP3	1493	1501	1251	1259
3956	3965	13363	13372	10	9398	0.78	10	-15.23	0.2	0.019577483181646094	-100	-100	20	-17.07	0.19	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP7	1495	1504	831	840
3961	3970	12737	12746	10	8767	0.65	10	-11.43	0.21	0.031019332539638067	-100	-100	18	-18.5	0.23	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP7	1500	1509	205	214
3966	3973	9998	10005	8	6025	0.69	10	-10.37	0.27	0.011033734011681395	-100	-100	19	-16.89	0.25	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP5	1505	1512	773	780
3966	3973	14313	14320	8	10340	0.7	10	-10.91	0.27	0.020754124358631665	-100	-100	16	-13.59	0.22	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP8	1505	1512	634	641
3966	3974	13838	13846	9	9864	0.69	10	-12.86	0.24	0.037889219445574884	-100	-100	14	-15.56	0.24	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP8	1505	1513	159	167
3966	3974	14161	14169	9	10187	0.68	10	-11.71	0.25	0.02068203187963813	-100	-100	21	-19.25	0.22	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP8	1505	1513	482	490
3966	3975	5341	5350	10	1366	0.62	10	-13.47	0.24	0.015707997749432767	-100	-100	14	-15.2	0.23	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP3	1505	1514	419	428
3966	3975	5895	5904	10	1920	0.63	10	-12.5	0.22	0.03422975032786313	-100	-100	20	-20.95	0.23	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP3	1505	1514	973	982
3977	3984	9269	9276	8	5285	0.83	10	-11.76	0.2	0.04303762658895982	-100	-100	16	-18.05	0.2	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP5	1516	1523	44	51
3979	3985	12883	12889	7	8898	0.69	10	-10.41	0.2	0.03794026842123799	-100	-100	21	-16.59	0.21	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP7	1518	1524	351	357
3982	3990	10933	10941	9	6943	0.69	10	-11.46	0.18	0.042543128215195125	-100	-100	13	-10.98	0.18	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP6	1521	1529	23	31
3983	3990	10085	10092	8	6095	0.74	10	-10.73	0.25	0.032551435296722886	-100	-100	14	-19.71	0.22	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP5	1522	1529	860	867
3983	3990	10171	10178	8	6181	0.72	10	-11.43	0.18	0.02952895135464728	-100	-100	13	-15.59	0.21	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP5	1522	1529	946	953
3988	3994	5664	5670	7	1670	0.82	10	-13.62	0.23	0.029314164935451248	-100	-100	13	-15.93	0.22	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP3	1527	1533	742	748
3988	3994	7000	7006	7	3006	0.85	10	-10.97	0.2	0.03739134570006042	-100	-100	18	-15.4	0.22	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP3	1527	1533	2078	2084
3990	3995	12690	12695	6	8695	0.68	10	-10.33	0.24	0.04046923192764451	-100	-100	19	-17.92	0.22	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP7	1529	1534	158	163
3998	4005	10019	10026	8	6014	0.86	10	-12.28	0.23	0.010417472548509887	-100	-100	11	-14.05	0.21	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP5	1537	1544	794	801
4001	4008	14012	14019	8	10004	0.92	10	-12.07	0.2	0.034561897516364626	-100	-100	14	-16.58	0.19	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP8	1540	1547	333	340
4002	4007	5575	5580	6	1568	0.91	10	-10.68	0.24	0.01741806411717839	-100	-100	14	-17.44	0.24	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP3	1541	1546	653	658
4002	4007	7406	7411	6	3399	0.87	10	-11.22	0.21	0.015070821536472878	-100	-100	12	-15.97	0.22	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP4	1541	1546	130	135
4002	4010	5080	5088	9	1070	0.86	10	-11.38	0.24	0.017521193194878992	-100	-100	15	-16.2	0.22	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP3	1541	1549	158	166
4004	4011	6837	6844	8	2826	0.76	10	-14.1	0.22	0.01679127417741355	-100	-100	19	-22.27	0.21	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP3	1543	1550	1915	1922
4004	4011	10303	10310	8	6292	0.84	10	-11.91	0.2	0.024685255417748908	-100	-100	17	-15.98	0.22	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP5	1543	1550	1078	1085
4005	4012	13226	13233	8	9214	0.84	10	-13.81	0.23	0.028382844327693446	-100	-100	16	-22.63	0.21	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP7	1544	1551	694	701
4006	4010	6590	6594	5	2580	0.85	10	-10.07	0.25	0.021875342371543316	-100	-100	12	-12.43	0.22	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP3	1545	1549	1668	1672
4014	4018	9661	9665	5	5643	0.76	10	-11.17	0.2	0.03330181894916173	-100	-100	15	-22.73	0.2	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP5	1553	1557	436	440
4014	4020	6158	6164	7	2138	0.71	10	-11.15	0.21	0.03495964253884287	-100	-100	18	-23.72	0.22	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP3	1553	1559	1236	1242
4014	4020	6206	6212	7	2186	0.73	10	-11.41	0.25	0.028792223960524166	-100	-100	19	-25.17	0.22	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP3	1553	1559	1284	1290
4014	4022	13526	13534	9	9504	0.77	10	-14.08	0.22	0.03459626991794207	-100	-100	18	-21.13	0.21	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP7	1553	1561	994	1002
4016	4023	6534	6541	8	2511	0.73	10	-12.78	0.23	0.03529556494687991	-100	-100	22	-28.8	0.21	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP3	1555	1562	1612	1619
4017	4024	9796	9803	8	5772	0.76	10	-11.61	0.27	0.0317986678791613	-100	-100	22	-36.26	0.22	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP5	1556	1563	571	578
4017	4026	5629	5638	10	1603	0.76	10	-11.65	0.21	0.02486943558920196	-100	-100	19	-20.77	0.19	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP3	1556	1565	707	716
4019	4025	14349	14355	7	10324	0.71	10	-12.79	0.2	0.009645795174501814	-100	-100	13	-23.57	0.22	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP8	1558	1564	670	676
4020	4029	9686	9695	10	5657	0.77	10	-17.98	0.19	0.0156724302833241	-100	-100	19	-23.2	0.19	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP5	1559	1568	461	470
4021	4028	12879	12886	8	8851	0.82	10	-11.83	0.2	0.024813451151092125	-100	-100	14	-21.47	0.19	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP7	1560	1567	347	354
4021	4031	12785	12795	11	8754	0.82	10	-13.25	0.18	0.0384737533695555	-100	-100	13	-13.55	0.18	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP7	1560	1570	253	263
4022	4026	7069	7073	5	3043	0.81	10	-10.27	0.19	0.04994528567948486	-100	-100	14	-16.47	0.2	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP3	1561	1565	2147	2151
4022	4030	10153	10161	9	6123	0.87	10	-14.24	0.24	0.04936246056808924	-100	-100	17	-20.58	0.24	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP5	1561	1569	928	936
4024	4031	10419	10426	8	6388	0.81	10	-11.07	0.27	0.03486174142320808	-100	-100	14	-15.74	0.23	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP5	1563	1570	1194	1201
4025	4032	13075	13082	8	9043	0.86	10	-11.48	0.18	0.0344716863584702	-100	-100	12	-14.8	0.19	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP7	1564	1571	543	550
4027	4032	5265	5270	6	1233	0.74	10	-11.85	0.19	0.048740510752350086	-100	-100	9	-11.57	0.21	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP3	1566	1571	343	348
4027	4032	5464	5469	6	1432	0.77	10	-13.63	0.19	0.035034096057280806	-100	-100	14	-18.26	0.22	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP3	1566	1571	542	547
4028	4032	6072	6076	5	2040	0.7	10	-10.92	0.2	0.04874920633376978	-100	-100	9	-11.51	0.22	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP3	1567	1571	1150	1154
4040	4047	13020	13027	8	8973	0.87	10	-18.94	0.2	0.004219663854790001	-100	-100	18	-26.09	0.19	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP7	1579	1586	488	495
4041	4049	14409	14417	9	10360	0.85	10	-11.63	0.24	0.04669213804155803	-100	-100	8	-10.45	0.24	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP8	1580	1588	730	738
4042	4047	5795	5800	6	1748	0.89	10	-10.32	0.21	0.032679133417333084	-100	-100	15	-14.05	0.2	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP3	1581	1586	873	878
4042	4048	9434	9440	7	5386	0.87	10	-10.04	0.24	0.04569591956232277	-100	-100	12	-11.76	0.24	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP5	1581	1587	209	215
4043	4047	10021	10025	5	5974	0.84	10	-10.19	0.19	0.02806461838483576	-100	-100	12	-10.35	0.2	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP5	1582	1586	796	800
4054	4059	9759	9764	6	5700	0.9	10	-10.83	0.19	0.030325289745025907	-100	-100	13	-19.88	0.19	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP5	1593	1598	534	539
4054	4061	4965	4972	8	904	0.8	10	-13.09	0.19	0.029190097854353114	-100	-100	19	-23.3	0.18	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP3	1593	1600	43	50
4055	4061	7104	7110	7	3043	0.87	8	-11.76	0.21	0.016184441418686357	-100	-100	16	-17.56	0.21	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP3	1594	1600	2182	2188
4056	4061	10743	10748	6	6682	0.83	10	-10.81	0.19	0.011162979780018678	-100	-100	8	-10.26	0.18	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP5	1595	1600	1518	1523
4056	4062	9518	9524	7	5456	0.79	10	-13.13	0.19	0.04205133071724598	-100	-100	13	-16.22	0.22	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP5	1595	1601	293	299
4056	4062	9766	9772	7	5704	0.82	10	-10.06	0.19	0.03115893904082545	-100	-100	16	-19.35	0.19	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP5	1595	1601	541	547
4056	4062	12919	12925	7	8857	0.81	10	-11.4	0.21	0.0388658502329029	-100	-100	16	-16.66	0.2	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP7	1595	1601	387	393
4056	4062	13231	13237	7	9169	0.82	10	-13.61	0.19	0.03129651441497183	-100	-100	19	-28.06	0.21	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP7	1595	1601	699	705
4056	4065	14103	14112	10	10038	0.83	10	-11.25	0.18	0.022150142074264578	-100	-100	13	-12.53	0.18	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP8	1595	1604	424	433
4057	4062	4977	4982	6	915	0.81	10	-10.45	0.22	0.03101629184553889	-100	-100	20	-19.81	0.21	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP3	1596	1601	55	60
4057	4065	6393	6401	9	2328	0.76	10	-13.64	0.18	0.03533156652902825	-100	-100	15	-17.6	0.19	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP3	1596	1604	1471	1479
4096	4104	12571	12579	9	8467	0.74	10	-18.08	0.2	0.039409112074307084	-100	-100	18	-17.33	0.19	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP7	1635	1643	39	47
4106	4110	6160	6164	5	2050	0.8	10	-11.58	0.2	0.023083397846735854	-100	-100	16	-17.43	0.2	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP3	1645	1649	1238	1242
4106	4110	6208	6212	5	2098	0.81	10	-10.76	0.19	0.011503126526420826	-100	-100	9	-10.4	0.17	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP3	1645	1649	1286	1290
4106	4110	9661	9665	5	5551	0.84	10	-12.01	0.17	0.018745537982364557	-100	-100	15	-26.86	0.16	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP5	1645	1649	436	440
4106	4110	13134	13138	5	9024	0.81	10	-12.72	0.16	0.0346211228006319	-100	-100	14	-27.61	0.17	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP7	1645	1649	602	606
4106	4110	13530	13534	5	9420	0.83	10	-10.54	0.19	0.0237351628649769	-100	-100	8	-9.81	0.18	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP7	1645	1649	998	1002
4113	4118	13528	13533	6	9410	0.86	10	-11.37	0.21	0.023708695117382828	-100	-100	12	-19.86	0.19	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP7	1652	1657	996	1001
4120	4125	10268	10273	6	6143	0.81	10	-10.93	0.22	0.048151940286568995	-100	-100	17	-24.33	0.21	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP5	1659	1664	1043	1048
4121	4127	10427	10433	7	6300	0.76	10	-14.41	0.21	0.02820581696531166	-100	-100	14	-22.24	0.24	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP5	1660	1666	1202	1208
4121	4132	6994	7005	12	2862	0.78	10	-21.47	0.22	0.04638444439314282	-100	-100	19	-29.66	0.2	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP3	1660	1671	2072	2083
4122	4128	12888	12894	7	8760	0.69	10	-14.0	0.23	0.04035949426910712	-100	-100	15	-18.28	0.21	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP7	1661	1667	356	362
4122	4129	10243	10250	8	6114	0.83	10	-12.31	0.16	0.0431114530308937	-100	-100	18	-22.58	0.18	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP5	1661	1668	1018	1025
4123	4127	12941	12945	5	8814	0.79	10	-10.88	0.23	0.04989107510585211	-100	-100	13	-18.52	0.21	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP7	1662	1666	409	413
4123	4128	5634	5639	6	1506	0.82	10	-13.72	0.16	0.02707778466102717	-100	-100	19	-23.38	0.21	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP3	1662	1667	712	717
4123	4132	6808	6817	10	2676	0.79	10	-17.02	0.21	0.03724316501448821	-100	-100	17	-21.26	0.21	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP3	1662	1671	1886	1895
4124	4130	10750	10756	7	6620	0.87	10	-11.64	0.18	0.036017770033492824	-100	-100	13	-16.9	0.19	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP5	1663	1669	1525	1531
4125	4130	5188	5193	6	1058	0.87	10	-11.0	0.22	0.042461846257075275	-100	-100	13	-13.76	0.21	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP3	1664	1669	266	271
4125	4131	5996	6002	7	1865	0.79	10	-12.1	0.18	0.03446305318116105	-100	-100	16	-20.02	0.19	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP3	1664	1670	1074	1080
4125	4131	6325	6331	7	2194	0.71	10	-12.15	0.19	0.03274036972888483	-100	-100	15	-18.72	0.22	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP3	1664	1670	1403	1409
4125	4132	9888	9895	8	5756	0.81	10	-16.54	0.2	0.043145338393133614	-100	-100	20	-27.61	0.21	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP5	1664	1671	663	670
4127	4134	13529	13536	8	9395	0.83	10	-13.27	0.24	0.027324323171001308	-100	-100	10	-12.58	0.23	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP7	1666	1673	997	1004
4134	4142	5797	5805	9	1655	0.82	10	-10.39	0.19	0.04591880354121591	-100	-100	14	-11.4	0.18	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP3	1673	1681	875	883
4136	4144	9481	9489	9	5337	0.78	10	-11.91	0.2	0.0264985565550655	-100	-100	17	-19.21	0.22	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP5	1675	1683	256	264
4156	4162	6635	6641	7	2473	0.93	10	-10.6	0.24	0.02177273200297014	-100	-100	12	-12.99	0.24	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP3	1695	1701	1713	1719
4162	4167	14248	14253	6	10081	0.83	10	-10.32	0.22	0.039665648527943076	-100	-100	9	-13.65	0.22	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP8	1701	1706	569	574
4164	4170	9628	9634	7	5458	0.85	10	-15.24	0.23	0.03743397399078463	-100	-100	9	-13.93	0.25	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP5	1703	1709	403	409
4164	4170	9685	9691	7	5515	0.81	10	-12.15	0.24	0.04273864541322481	-100	-100	12	-13.74	0.25	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP5	1703	1709	460	466
4165	4170	13751	13756	6	9581	0.89	10	-11.21	0.22	0.0389693843711415	-100	-100	16	-16.61	0.22	NA	IAV_RNA-10_vRNP2	IAV_RNA-10_vRNP8	1704	1709	72	77
